cleaned-text-line-id,cleaned-text-paragraph-id,cleaned-text-line,cleaned-text-paragraph,summarized-text-paragraph,metadata-volume-folio,metadata-date,metadata-legal-case,metadata-proctor,metadata-frontmatter,metadata-frontmatter-witness-name,metadata-frontmatter-witness-residence,metadata-frontmatter-witness-occupation,metadata-frontmatter-witness-age,metadata-allegation,metadata-libel,metadata-interrogatory,metadata-signoff
193,20,and withall wrote that the vessell was his owne alsoe and advised this,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
194,20,deponent to be assistant to the master and furnish him with what meanes,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
195,20,hee had occasion to use as master of the said vessell whereas hee the said,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
196,21,Samuel Atkins was owner or to that effect; In order unto which directions,"""In order unto which directions hee saith that hee this deponent tooke the said herrings out of the said shipp into this deponents possession at dunquirke and sold one and twenty barrells thereof there for the accompt of the said Atkins, and not finding the market there good for the rest hee ships or reladed the said rest of the said herrings soe brought from Leith aboard the said shipp, and sent the same for Bourdeaux in ffrance and consigned them thither to three factors there resident, this deponents correspondents, named or called Schulte, Calendrine and Cruypening (acting in companie) with order to them to sell the same there, and to make the retourne thereof in wines and send them in the same shipp or Galliot for Leith in Scotland and to consigne them thether to the said Samuel Atkins.""","""Following these instructions, the deponent took possession of the herrings from the ship in Dunkirk and sold 21 barrels on behalf of Samuel Atkins. Since the market in Dunkirk was not favorable for the remaining barrels, the deponent reloaded the rest of the herrings onto the same ship and sent them to Bordeaux, France. The herrings were consigned to three resident factors in Bordeaux, named Schulte, Calendrine, and Cruypening, with instructions to sell them and return the proceeds in wine. The wine was to be shipped back to Leith, Scotland, and consigned to Samuel Atkins.""",HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
197,21,hee saith that hee this deponent tooke the said herrings out of the said,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
198,21,shipp into this deponents possession at dunquirke and sold one and twenty,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
199,21,"barrells thereof there for the accompt of the said Atkins, and not finding",,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
200,21,the market there good for the rest hee ships or reladed the said rest of,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
201,21,"the said herrings soe brought from Leith aboard the said shipp, and sent the",,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
202,21,same for Bourdeaux in ffrance and consigned them thither to three factors,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
203,21,"there resident, this deponents correspondents, named or called Schulte,",,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
204,21,Calendrine and Cruypening (acting in companie) with order to them,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
205,21,"to sell the same there, and to make the retourne thereof in wines",,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
206,21,and send them in the same shipp or,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
207,21,Galliot for Leith in Scotland and to consigne them thether to the said,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
208,22,Samuel Atkins. And further saith that hee this deponent at dunquirke," ""And further saith that hee this deponent at dunquirke upon the accompt of the said Samuel Atkins as owner of the said Galliot furnished the said master with moneys to buy small ropes and provisions other necessaries which shee wanted and for payment of his men part of their wages, And all theise things hee saith were and are most true, and further that the said Atkins was and is commonly reputed owner of the said vessell [?and] furniture""","""The deponent further states that in Dunkirk, on behalf of Samuel Atkins as the owner of the galliot, he provided the ship's master with money to purchase small ropes, provisions, and other necessary supplies, as well as to pay part of the crew's wages. He affirms that all these details are true and adds that Samuel Atkins was, and still is, commonly regarded as the owner of the vessel and its equipment.""",HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
209,22,upon the accompt of the said Samuel Atkins as owner of the said Galliot,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
210,22,furnished the said master with moneys to buy small ropes and provisions other,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
211,22,necessaries which shee wanted and for payment of his men part of their,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
212,22,"wages, And all theise things hee saith were and are most true, and",,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
213,22,further that the said Atkins was and is commonly reputed owner of the said vessell [?and] furniture,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
214,23,To the third article hee saith and deposeth that after the premisses the,"""To the third article hee saith and deposeth that after the premisses the said shipp with the said rest of herrings arived at Bourdeaux where the said Shult, Calandrine and Cruypening received them (as they have since written unto this deponent) and with the proceede thereof have laden three and twenty tonnes and one hogshead of wine aboard the said Galliot, and consigned the same to the said Atkins to leith according to this deponents said order, and have drawne the cost thereof (above the proceede of the said herring soe by them received) upon this deponent and hee hath dischardged the same, and this deponent hath drawne what is casting upon the whole accompt upon the said Atkins for whose use and adventure the said wines (as hee saith) were laden and doe goe, and hee was and is the reall Proprietor thereof""","""In response to the third article, the deponent states that after the events described, the ship carrying the remaining herrings arrived in Bordeaux, where the factors Shult, Calandrine, and Cruypening received the cargo. They sold the herrings and used the proceeds to load 23 tons and one hogshead of wine onto the galliot, which was consigned to Samuel Atkins in Leith, as per the deponent's instructions. The factors charged the deponent for the costs exceeding the proceeds from the herrings, and the deponent has settled the payment. The deponent confirms that the wine was loaded for Atkins' use and risk, and that Atkins is the true owner of the wine.""",HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
215,23,said shipp with the said rest of herrings arived at Bourdeaux where the,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
216,23,"said Shult, Calandrine and Cruypening received them (as they have",,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
217,23,since written unto this deponent) and with the proceede thereof have,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
218,23,laden three and twenty tonnes and one hogshead of wine aboard the said,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
219,23,"Galliot, and consigned the same to the said Atkins to leith according",,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
220,23,"to this deponents said order, and have drawne the cost thereof (above",,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
221,23,the proceede of the said herring soe by them received) upon this deponent,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
222,23,"and hee hath dischardged the same, and this deponent hath drawne",,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
223,23,what is casting upon the whole accompt upon the said Atkins for whose,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
224,23,use and adventure the said wines (as hee saith) were,,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
225,23,"laden and doe goe, and hee was and is the reall Proprietor thereof",,,HCA 13/70 f.4r Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
226,24,And hee further saith that for the preservation of the said shipp and goods,"""And hee further saith that for the preservation of the said shipp and goods from being taken by the dutch or ffrench, this deponent procured a passe (prof forma) from Skedam in holland as if the said vessell were belonging to that place, and for noe other reason did hee procure or furnish the master with the said passe, for the said shipp and goodes in truth and realitie were and are belonging to the said Colonel Samuel Atkins, a subiect of this Commonwealth and otherwise hee cannot depose.""","""The deponent states that to protect the ship and its cargo from being seized by the Dutch or French, he obtained a pass from Schiedam in Holland, making it appear as though the vessel belonged to that place. He clarifies that the pass was acquired only for this purpose, and in reality, the ship and its cargo belonged to Colonel Samuel Atkins, a subject of the Commonwealth. The deponent has no further information to add.""",HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
227,24,"from being taken by the dutch or ffrench, this deponent procured a",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
228,24,passe (prof forma) from Skedam in holland as if the said vessell were,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
229,24,"belonging to that place, and for noe other reason did hee procure or",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
230,24,"furnish the master with the said passe, for the said shipp and goodes",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
231,24,in truth and realitie were and are belonging to the said Colonel,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
232,24,"Samuel Atkins, a subiect of this Commonwealth and otherwise",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
233,24,hee cannot depose.,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,allegation,,,
234,,To the Interrogatories.,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
235,25,To the first hee saith hee knoweth not the said Colonell Atkins otherwise,"""To the first hee saith hee knoweth not the said Colonell Atkins otherwise then by correspondance, and saith that somewhat before this deponents said receipt of the said herrings, hee received a parcell of [?XXXX] and other goods from the said producent in the way of merchandize for the producents accompt, And before that againe hee had a shipps lading of seacoles consigned unto him from the said Atkins and for his the said Atkins accompt, which miscarried and were sunck. And otherwise hee cannot answer.""","""In response to the first article, the deponent states that he knows Colonel Atkins only through correspondence. Before receiving the herrings, he had received a parcel of unspecified goods from Atkins for trade. Prior to that, he had been consigned a shipment of seacoals from Atkins, which was lost when the cargo sank. The deponent has no further information to provide.""",HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
236,25,"then by correspondance, and saith that somewhat before this deponents",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
237,25,"said receipt of the said herrings, hee received a parcell of [?XXXX]",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
238,25,and other goods from the said producent in the way of merchandize,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
239,25,"for the producents accompt, And before that againe hee had",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
240,25,a shipps lading of seacoles consigned unto him from the said,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
241,25,"Atkins and for his the said Atkins accompt, which miscarried",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
242,25,and were sunck. And otherwise hee cannot answer.,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
243,26,To the second hee saith that the said Colonell Atkins hath,"""To the second hee saith that the said Colonell Atkins hath written to him to come and testifie the truth in this cause, And written to him to come and testifie the truth in this cause, And that this deponent hath noe interest therein, And otherwise negatively saving as afore said.""","""In response to the second article, the deponent states that Colonel Atkins wrote to him, asking him to testify in this case. The deponent confirms that he has no personal interest in the matter and has nothing further to add beyond what was previously stated.""",HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
244,26,"written to him to come and testifie the truth in this cause, And",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
245,26,"that this deponent hath noe interest therein, And otherwise",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
246,26,negatively saving as afore said.,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
247,27,"To the third hee referreth himselfe to his foregoing, and","""To the third hee referreth himselfe to his foregoing, and otherwise cannot answer.""","""In response to the third article, the deponent refers to his previous statements and has no further information to provide.""",HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
248,27,otherwise cannot answer.,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
249,28,To the fourth and fifth hee saith that having not the letters here hee,"""To the fourth and fifth hee saith that having not the letters here hee cannot give an accompt of the dates thereof, but saith that there was noe mention in any of them of any of the goods predeposed to be belonging to ffrench man or dutch man, and that hee is soe farr from beleeving that any part thereof was belonging unto them, that hee very well knoweth they belonged wholly to the said Atkins and to noe other, And otherwise saving as foregoeing deposition to which hee referreth himselfe hee cannot depose.""","""In response to the fourth and fifth articles, the deponent states that he cannot recall the dates of the letters, as they are not with him. However, he confirms that none of the letters mentioned the goods in question belonging to any French or Dutch individuals. He is certain that all the goods belonged entirely to Colonel Atkins and no one else. Beyond this, he refers to his previous deposition and has nothing further to add.""",HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
250,28,"cannot give an accompt of the dates thereof, but saith that there",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
251,28,was noe mention in any of them of any of the goods predeposed to,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
252,28,"be belonging to ffrench man or dutch man, and that hee is soe farr",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
253,28,"from beleeving that any part thereof was belonging unto them,",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
254,28,that hee very well knoweth they belonged wholly to the,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
255,28,"said Atkins and to noe other, And otherwise saving as foregoeing",,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
256,28,deposition to which hee referreth himselfe hee cannot depose.,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,interrogatory,
257,,Repeated before doctors Clerke and Godolphin.,,,HCA 13/70 f.4v Annotate,"""The seaventh of September 1654. (1654-09-07)""","""The claime of Colonell Samuell Atkins of Leith in Scotland for the Saint John. John Thomas master and goods taken by the Restitution""",,,,,,,,,,
259,,The 11th of September 1654.,,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,,
260,,On the behalfe of William Mathewes of Plimouth),,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,,
261,,"touching his losse in the Allicant frigot, Peter)",,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,,
262,,Sannders master.),,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,,
263,,John Mathewes of Plimouth,,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,"""John Mathewes of Plimouth in the County of devon Mariner aged 20 yeares or thereabouts sworne before the right Worshipfull William Clerke and John Godolphin doctors of lawes Judges of the high Court of the admiraltie and examined upon certaine Interrogatories ministred on the behalfe of the said William Mathewes, saith and deposeth as followeth videlicet.""","""John Mathewes""","""of Plimouth in the County of devon""",,,,,,
264,,in the County of devon Mariner,,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,"""John Mathewes of Plimouth in the County of devon Mariner aged 20 yeares or thereabouts sworne before the right Worshipfull William Clerke and John Godolphin doctors of lawes Judges of the high Court of the admiraltie and examined upon certaine Interrogatories ministred on the behalfe of the said William Mathewes, saith and deposeth as followeth videlicet.""",,"""of Plimouth in the County of devon""","""Mariner""","""aged 20 yeares or thereabouts""",,,,
265,,aged 20 yeares or thereabouts,,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,"""John Mathewes of Plimouth in the County of devon Mariner aged 20 yeares or thereabouts sworne before the right Worshipfull William Clerke and John Godolphin doctors of lawes Judges of the high Court of the admiraltie and examined upon certaine Interrogatories ministred on the behalfe of the said William Mathewes, saith and deposeth as followeth videlicet.""",,,,,,,,
266,,sworne before the right Worshipfull William Clerke,,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,"""John Mathewes of Plimouth in the County of devon Mariner aged 20 yeares or thereabouts sworne before the right Worshipfull William Clerke and John Godolphin doctors of lawes Judges of the high Court of the admiraltie and examined upon certaine Interrogatories ministred on the behalfe of the said William Mathewes, saith and deposeth as followeth videlicet.""",,,,,,,,
267,,and John Godolphin doctors of lawes Judges,,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,"""John Mathewes of Plimouth in the County of devon Mariner aged 20 yeares or thereabouts sworne before the right Worshipfull William Clerke and John Godolphin doctors of lawes Judges of the high Court of the admiraltie and examined upon certaine Interrogatories ministred on the behalfe of the said William Mathewes, saith and deposeth as followeth videlicet.""",,,,,,,,
268,,of the high Court of the admiraltie and examined,,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,"""John Mathewes of Plimouth in the County of devon Mariner aged 20 yeares or thereabouts sworne before the right Worshipfull William Clerke and John Godolphin doctors of lawes Judges of the high Court of the admiraltie and examined upon certaine Interrogatories ministred on the behalfe of the said William Mathewes, saith and deposeth as followeth videlicet.""",,,,,,,,
269,,upon certaine Interrogatories ministred on the behalfe of the,,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,"""John Mathewes of Plimouth in the County of devon Mariner aged 20 yeares or thereabouts sworne before the right Worshipfull William Clerke and John Godolphin doctors of lawes Judges of the high Court of the admiraltie and examined upon certaine Interrogatories ministred on the behalfe of the said William Mathewes, saith and deposeth as followeth videlicet.""",,,,,,,,
270,,"said William Mathewes, saith and deposeth as followeth",,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,"""John Mathewes of Plimouth in the County of devon Mariner aged 20 yeares or thereabouts sworne before the right Worshipfull William Clerke and John Godolphin doctors of lawes Judges of the high Court of the admiraltie and examined upon certaine Interrogatories ministred on the behalfe of the said William Mathewes, saith and deposeth as followeth videlicet.""",,,,,,,,
